GlobalId,ChangeType,OldReference,NewReference
"#24090=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlJz',#18,'GridCube:Small Unit:1662232',$,'GridCube:Small Unit',#24089,#24086,'1662232',$)",Added,,
"#45133=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HinM',#18,'GridCube:Small Unit:1664435',$,'GridCube:Small Unit',#45132,#45129,'1664435',$)",Added,,
"#51315=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7L',#18,'GridCube:Small Unit:1665072',$,'GridCube:Small Unit',#51314,#51311,'1665072',$)",Added,,
"#58685=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiAv',#18,'GridCube:Small Unit:1665884',$,'GridCube:Small Unit',#58684,#58681,'1665884',$)",Added,,
"#38236=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hii8',#18,'GridCube:Small Unit:1663725',$,'GridCube:Small Unit',#38235,#38232,'1663725',$)",Added,,
"#54439=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi1Y',#18,'GridCube:Small Unit:1665415',$,'GridCube:Small Unit',#54438,#54435,'1665415',$)",Added,,
"#9614=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlxf',#18,'GridCube:Small Unit:1660684',$,'GridCube:Small Unit',#9613,#9610,'1660684',$)",Added,,
"#29194=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlRG',#18,'GridCube:Small Unit:1662773',$,'GridCube:Small Unit',#29193,#29190,'1662773',$)",Added,,
"#10461=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlw3',#18,'GridCube:Small Unit:1660774',$,'GridCube:Small Unit',#10460,#10457,'1660774',$)",Added,,
"#48917=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HixV',#18,'GridCube:Small Unit:1664826',$,'GridCube:Small Unit',#48916,#48913,'1664826',$)",Added,,
"#68849=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiP5',#18,'GridCube:Small Unit:1666976',$,'GridCube:Small Unit',#68848,#68845,'1666976',$)",Added,,
"#69454=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiO4',#18,'GridCube:Small Unit:1667041',$,'GridCube:Small Unit',#69453,#69450,'1667041',$)",Added,,
"#61644=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiLr',#18,'GridCube:Small Unit:1666192',$,'GridCube:Small Unit',#61643,#61640,'1666192',$)",Added,,
"#66440=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiT_',#18,'GridCube:Small Unit:1666715',$,'GridCube:Small Unit',#66439,#66436,'1666715',$)",Added,,
"#19657=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlAt',#18,'GridCube:Small Unit:1661778',$,'GridCube:Small Unit',#19656,#19653,'1661778',$)",Added,,
"#7491=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl$M',#18,'GridCube:Small Unit:1660467',$,'GridCube:Small Unit',#7490,#7487,'1660467',$)",Added,,
"#67386=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiRX',#18,'GridCube:Small Unit:1666820',$,'GridCube:Small Unit',#67385,#67382,'1666820',$)",Added,,
"#53471=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi3_',#18,'GridCube:Small Unit:1665307',$,'GridCube:Small Unit',#53470,#53467,'1665307',$)",Added,,
"#2563=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlt1',#18,'GridCube:Small Unit:1659940',$,'GridCube:Small Unit',#2562,#2559,'1659940',$)",Added,,
"#56947=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiD$',#18,'GridCube:Small Unit:1665690',$,'GridCube:Small Unit',#56946,#56943,'1665690',$)",Added,,
"#814=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlgL',#18,'GridCube:Small Unit:1659760',$,'GridCube:Small Unit',#813,#810,'1659760',$)",Added,,
"#73249=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjYI',#18,'GridCube:Small Unit:1667447',$,'GridCube:Small Unit',#73248,#73245,'1667447',$)",Added,,
"#34452=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiYx',#18,'GridCube:Small Unit:1663326',$,'GridCube:Small Unit',#34451,#34448,'1663326',$)",Added,,
"#33066=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiaq',#18,'GridCube:Small Unit:1663185',$,'GridCube:Small Unit',#33065,#33062,'1663185',$)",Added,,
"#18590=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlC7',#18,'GridCube:Small Unit:1661666',$,'GridCube:Small Unit',#18589,#18586,'1661666',$)",Added,,
"#51733=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi6v',#18,'GridCube:Small Unit:1665116',$,'GridCube:Small Unit',#51732,#51729,'1665116',$)",Added,,
"#69784=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjdZ',#18,'GridCube:Small Unit:1667078',$,'GridCube:Small Unit',#69783,#69780,'1667078',$)",Added,,
"#31691=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HicY',#18,'GridCube:Small Unit:1663047',$,'GridCube:Small Unit',#31690,#31687,'1663047',$)",Added,,
"#43648=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hips',#18,'GridCube:Small Unit:1664275',$,'GridCube:Small Unit',#43647,#43644,'1664275',$)",Added,,
"#59037=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi9b',#18,'GridCube:Small Unit:1665920',$,'GridCube:Small Unit',#59036,#59033,'1665920',$)",Added,,
"#36960=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hik1',#18,'GridCube:Small Unit:1663588',$,'GridCube:Small Unit',#36959,#36956,'1663588',$)",Added,,
"#39732=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hifc',#18,'GridCube:Small Unit:1663875',$,'GridCube:Small Unit',#39731,#39728,'1663875',$)",Added,,
"#59840=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi8h',#18,'GridCube:Small Unit:1665998',$,'GridCube:Small Unit',#59839,#59836,'1665998',$)",Added,,
"#45441=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Himt',#18,'GridCube:Small Unit:1664466',$,'GridCube:Small Unit',#45440,#45437,'1664466',$)",Added,,
"#58949=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiAI',#18,'GridCube:Small Unit:1665911',$,'GridCube:Small Unit',#58948,#58945,'1665911',$)",Added,,
"#14938=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl2h',#18,'GridCube:Small Unit:1661262',$,'GridCube:Small Unit',#14937,#14934,'1661262',$)",Added,,
"#55132=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi0q',#18,'GridCube:Small Unit:1665489',$,'GridCube:Small Unit',#55131,#55128,'1665489',$)",Added,,
"#15972=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl1P',#18,'GridCube:Small Unit:1661372',$,'GridCube:Small Unit',#15971,#15968,'1661372',$)",Added,,
"#65747=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiUt',#18,'GridCube:Small Unit:1666642',$,'GridCube:Small Unit',#65746,#65743,'1666642',$)",Added,,
"#55638=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiFi',#18,'GridCube:Small Unit:1665545',$,'GridCube:Small Unit',#55637,#55634,'1665545',$)",Added,,
"#1507=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlfI',#18,'GridCube:Small Unit:1659831',$,'GridCube:Small Unit',#1506,#1503,'1659831',$)",Added,,
"#55286=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi00',#18,'GridCube:Small Unit:1665509',$,'GridCube:Small Unit',#55285,#55282,'1665509',$)",Added,,
"#61094=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiMp',#18,'GridCube:Small Unit:1666134',$,'GridCube:Small Unit',#61093,#61090,'1666134',$)",Added,,
"#43934=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HipN',#18,'GridCube:Small Unit:1664306',$,'GridCube:Small Unit',#43933,#43930,'1664306',$)",Added,,
"#37334=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hijk',#18,'GridCube:Small Unit:1663627',$,'GridCube:Small Unit',#37333,#37330,'1663627',$)",Added,,
"#2519=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hltw',#18,'GridCube:Small Unit:1659935',$,'GridCube:Small Unit',#2518,#2515,'1659935',$)",Added,,
"#62326=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiK$',#18,'GridCube:Small Unit:1666266',$,'GridCube:Small Unit',#62325,#62322,'1666266',$)",Added,,
"#43164=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiq3',#18,'GridCube:Small Unit:1664230',$,'GridCube:Small Unit',#43163,#43160,'1664230',$)",Added,,
"#32747=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HibN',#18,'GridCube:Small Unit:1663154',$,'GridCube:Small Unit',#32746,#32743,'1663154',$)",Added,,
"#25696=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlGY',#18,'GridCube:Small Unit:1662407',$,'GridCube:Small Unit',#25695,#25692,'1662407',$)",Added,,
"#68662=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiPk',#18,'GridCube:Small Unit:1666955',$,'GridCube:Small Unit',#68661,#68658,'1666955',$)",Added,,
"#66165=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiUP',#18,'GridCube:Small Unit:1666684',$,'GridCube:Small Unit',#66164,#66161,'1666684',$)",Added,,
"#14718=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl3I',#18,'GridCube:Small Unit:1661239',$,'GridCube:Small Unit',#14717,#14714,'1661239',$)",Added,,
"#60786=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiNJ',#18,'GridCube:Small Unit:1666102',$,'GridCube:Small Unit',#60785,#60782,'1666102',$)",Added,,
"#43747=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hipx',#18,'GridCube:Small Unit:1664286',$,'GridCube:Small Unit',#43746,#43743,'1664286',$)",Added,,
"#46904=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi_6',#18,'GridCube:Small Unit:1664611',$,'GridCube:Small Unit',#46903,#46900,'1664611',$)",Added,,
"#49533=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiwO',#18,'GridCube:Small Unit:1664893',$,'GridCube:Small Unit',#49532,#49529,'1664893',$)",Added,,
"#37455=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hijo',#18,'GridCube:Small Unit:1663639',$,'GridCube:Small Unit',#37454,#37451,'1663639',$)",Added,,
"#11022=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlvD',#18,'GridCube:Small Unit:1660840',$,'GridCube:Small Unit',#11021,#11018,'1660840',$)",Added,,
"#45782=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HimM',#18,'GridCube:Small Unit:1664499',$,'GridCube:Small Unit',#45781,#45778,'1664499',$)",Added,,
"#22319=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlM7',#18,'GridCube:Small Unit:1662050',$,'GridCube:Small Unit',#22318,#22315,'1662050',$)",Added,,
"#72358=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjZg',#18,'GridCube:Small Unit:1667343',$,'GridCube:Small Unit',#72357,#72354,'1667343',$)",Added,,
"#13706=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl4f',#18,'GridCube:Small Unit:1661132',$,'GridCube:Small Unit',#13705,#13702,'1661132',$)",Added,,
"#30943=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlOG',#18,'GridCube:Small Unit:1662965',$,'GridCube:Small Unit',#30942,#30939,'1662965',$)",Added,,
"#37202=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HikP',#18,'GridCube:Small Unit:1663612',$,'GridCube:Small Unit',#37201,#37198,'1663612',$)",Added,,
"#71478=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjbH',#18,'GridCube:Small Unit:1667252',$,'GridCube:Small Unit',#71477,#71474,'1667252',$)",Added,,
"#63041=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiJ0',#18,'GridCube:Small Unit:1666341',$,'GridCube:Small Unit',#63040,#63037,'1666341',$)",Added,,
"#12562=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl6h',#18,'GridCube:Small Unit:1661006',$,'GridCube:Small Unit',#12561,#12558,'1661006',$)",Added,,
"#50985=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7e',#18,'GridCube:Small Unit:1665037',$,'GridCube:Small Unit',#50984,#50981,'1665037',$)",Added,,
"#6567=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlmq',#18,'GridCube:Small Unit:1660369',$,'GridCube:Small Unit',#6566,#6563,'1660369',$)",Added,,
"#29073=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlRC',#18,'GridCube:Small Unit:1662761',$,'GridCube:Small Unit',#29072,#29069,'1662761',$)",Added,,
"#3212=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlsD',#18,'GridCube:Small Unit:1660008',$,'GridCube:Small Unit',#3211,#3208,'1660008',$)",Added,,
"#18480=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlCp',#18,'GridCube:Small Unit:1661654',$,'GridCube:Small Unit',#18479,#18476,'1661654',$)",Added,,
"#38808=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hih3',#18,'GridCube:Small Unit:1663782',$,'GridCube:Small Unit',#38807,#38804,'1663782',$)",Added,,
"#44594=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HioK',#18,'GridCube:Small Unit:1664369',$,'GridCube:Small Unit',#44593,#44590,'1664369',$)",Added,,
"#50809=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiuP',#18,'GridCube:Small Unit:1665020',$,'GridCube:Small Unit',#50808,#50805,'1665020',$)",Added,,
"#19778=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlAx',#18,'GridCube:Small Unit:1661790',$,'GridCube:Small Unit',#19777,#19774,'1661790',$)",Added,,
"#40139=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HifE',#18,'GridCube:Small Unit:1663915',$,'GridCube:Small Unit',#40138,#40135,'1663915',$)",Added,,
"#25795=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlGr',#18,'GridCube:Small Unit:1662416',$,'GridCube:Small Unit',#25794,#25791,'1662416',$)",Added,,
"#21142=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl8D',#18,'GridCube:Small Unit:1661928',$,'GridCube:Small Unit',#21141,#21138,'1661928',$)",Added,,
"#65054=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiVe',#18,'GridCube:Small Unit:1666573',$,'GridCube:Small Unit',#65053,#65050,'1666573',$)",Added,,
"#64581=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiG$',#18,'GridCube:Small Unit:1666522',$,'GridCube:Small Unit',#64580,#64577,'1666522',$)",Added,,
"#56375=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiE4',#18,'GridCube:Small Unit:1665633',$,'GridCube:Small Unit',#56374,#56371,'1665633',$)",Added,,
"#15125=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl26',#18,'GridCube:Small Unit:1661283',$,'GridCube:Small Unit',#15124,#15121,'1661283',$)",Added,,
"#68728=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiPn',#18,'GridCube:Small Unit:1666964',$,'GridCube:Small Unit',#68727,#68724,'1666964',$)",Added,,
"#58751=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiA7',#18,'GridCube:Small Unit:1665890',$,'GridCube:Small Unit',#58750,#58747,'1665890',$)",Added,,
"#41701=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hisf',#18,'GridCube:Small Unit:1664076',$,'GridCube:Small Unit',#41700,#41697,'1664076',$)",Added,,
"#32098=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HicB',#18,'GridCube:Small Unit:1663086',$,'GridCube:Small Unit',#32097,#32094,'1663086',$)",Added,,
"#51788=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi64',#18,'GridCube:Small Unit:1665121',$,'GridCube:Small Unit',#51787,#51784,'1665121',$)",Added,,
"#53493=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi3u',#18,'GridCube:Small Unit:1665309',$,'GridCube:Small Unit',#53492,#53489,'1665309',$)",Added,,
"#30492=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlOd',#18,'GridCube:Small Unit:1662914',$,'GridCube:Small Unit',#30491,#30488,'1662914',$)",Added,,
"#62865=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiJr',#18,'GridCube:Small Unit:1666320',$,'GridCube:Small Unit',#62864,#62861,'1666320',$)",Added,,
"#53834=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi2X',#18,'GridCube:Small Unit:1665348',$,'GridCube:Small Unit',#53833,#53830,'1665348',$)",Added,,
"#13409=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl59',#18,'GridCube:Small Unit:1661100',$,'GridCube:Small Unit',#13408,#13405,'1661100',$)",Added,,
"#58795=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiA3',#18,'GridCube:Small Unit:1665894',$,'GridCube:Small Unit',#58794,#58791,'1665894',$)",Added,,
"#63987=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiHn',#18,'GridCube:Small Unit:1666452',$,'GridCube:Small Unit',#63986,#63983,'1666452',$)",Added,,
"#48323=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiyI',#18,'GridCube:Small Unit:1664759',$,'GridCube:Small Unit',#48322,#48319,'1664759',$)",Added,,
"#31427=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hid2',#18,'GridCube:Small Unit:1663015',$,'GridCube:Small Unit',#31426,#31423,'1663015',$)",Added,,
"#21153=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl8C',#18,'GridCube:Small Unit:1661929',$,'GridCube:Small Unit',#21152,#21149,'1661929',$)",Added,,
"#19745=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlA$',#18,'GridCube:Small Unit:1661786',$,'GridCube:Small Unit',#19744,#19741,'1661786',$)",Added,,
"#60170=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi8N',#18,'GridCube:Small Unit:1666034',$,'GridCube:Small Unit',#60169,#60166,'1666034',$)",Added,,
"#64328=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiHV',#18,'GridCube:Small Unit:1666490',$,'GridCube:Small Unit',#64327,#64324,'1666490',$)",Added,,
"#2288=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hltj',#18,'GridCube:Small Unit:1659912',$,'GridCube:Small Unit',#2287,#2284,'1659912',$)",Added,,
"#33396=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiaM',#18,'GridCube:Small Unit:1663219',$,'GridCube:Small Unit',#33395,#33392,'1663219',$)",Added,,
"#50567=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiu6',#18,'GridCube:Small Unit:1664995',$,'GridCube:Small Unit',#50566,#50563,'1664995',$)",Added,,
"#39424=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hig7',#18,'GridCube:Small Unit:1663842',$,'GridCube:Small Unit',#39423,#39420,'1663842',$)",Added,,
"#37983=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiig',#18,'GridCube:Small Unit:1663695',$,'GridCube:Small Unit',#37982,#37979,'1663695',$)",Added,,
"#1287=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlfx',#18,'GridCube:Small Unit:1659806',$,'GridCube:Small Unit',#1286,#1283,'1659806',$)",Added,,
"#1661=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HleY',#18,'GridCube:Small Unit:1659847',$,'GridCube:Small Unit',#1660,#1657,'1659847',$)",Added,,
"#6798=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlmD',#18,'GridCube:Small Unit:1660392',$,'GridCube:Small Unit',#6797,#6794,'1660392',$)",Added,,
"#68695=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiPg',#18,'GridCube:Small Unit:1666959',$,'GridCube:Small Unit',#68694,#68691,'1666959',$)",Added,,
"#26642=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlVF',#18,'GridCube:Small Unit:1662506',$,'GridCube:Small Unit',#26641,#26638,'1662506',$)",Added,,
"#37873=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiic',#18,'GridCube:Small Unit:1663683',$,'GridCube:Small Unit',#37872,#37869,'1663683',$)",Added,,
"#9053=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlys',#18,'GridCube:Small Unit:1660627',$,'GridCube:Small Unit',#9052,#9049,'1660627',$)",Added,,
"#52888=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi4$',#18,'GridCube:Small Unit:1665242',$,'GridCube:Small Unit',#52887,#52884,'1665242',$)",Added,,
"#43538=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hipi',#18,'GridCube:Small Unit:1664265',$,'GridCube:Small Unit',#43537,#43534,'1664265',$)",Added,,
"#25652=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlGb',#18,'GridCube:Small Unit:1662400',$,'GridCube:Small Unit',#25651,#25648,'1662400',$)",Added,,
"#31845=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hicp',#18,'GridCube:Small Unit:1663062',$,'GridCube:Small Unit',#31844,#31841,'1663062',$)",Added,,
"#36256=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hily',#18,'GridCube:Small Unit:1663513',$,'GridCube:Small Unit',#36255,#36252,'1663513',$)",Added,,
"#36971=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hik0',#18,'GridCube:Small Unit:1663589',$,'GridCube:Small Unit',#36970,#36967,'1663589',$)",Added,,
"#51084=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7z',#18,'GridCube:Small Unit:1665048',$,'GridCube:Small Unit',#51083,#51080,'1665048',$)",Added,,
"#51590=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi6h',#18,'GridCube:Small Unit:1665102',$,'GridCube:Small Unit',#51589,#51586,'1665102',$)",Added,,
"#21912=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlNV',#18,'GridCube:Small Unit:1662010',$,'GridCube:Small Unit',#21911,#21908,'1662010',$)",Added,,
"#60654=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiNC',#18,'GridCube:Small Unit:1666089',$,'GridCube:Small Unit',#60653,#60650,'1666089',$)",Added,,
"#64878=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiGU',#18,'GridCube:Small Unit:1666555',$,'GridCube:Small Unit',#64877,#64874,'1666555',$)",Added,,
"#51447=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7O',#18,'GridCube:Small Unit:1665085',$,'GridCube:Small Unit',#51446,#51443,'1665085',$)",Added,,
"#48037=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiyz',#18,'GridCube:Small Unit:1664728',$,'GridCube:Small Unit',#48036,#48033,'1664728',$)",Added,,
"#31075=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hidd',#18,'GridCube:Small Unit:1662978',$,'GridCube:Small Unit',#31074,#31071,'1662978',$)",Added,,
"#53768=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi3U',#18,'GridCube:Small Unit:1665339',$,'GridCube:Small Unit',#53767,#53764,'1665339',$)",Added,,
"#4367=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlq7',#18,'GridCube:Small Unit:1660130',$,'GridCube:Small Unit',#4366,#4363,'1660130',$)",Added,,
"#66979=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiSy',#18,'GridCube:Small Unit:1666777',$,'GridCube:Small Unit',#66978,#66975,'1666777',$)",Added,,
"#29557=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlQv',#18,'GridCube:Small Unit:1662812',$,'GridCube:Small Unit',#29556,#29553,'1662812',$)",Added,,
"#28127=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlSX',#18,'GridCube:Small Unit:1662660',$,'GridCube:Small Unit',#28126,#28123,'1662660',$)",Added,,
"#58784=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiA0',#18,'GridCube:Small Unit:1665893',$,'GridCube:Small Unit',#58783,#58780,'1665893',$)",Added,,
"#29260=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlRP',#18,'GridCube:Small Unit:1662780',$,'GridCube:Small Unit',#29259,#29256,'1662780',$)",Added,,
"#65461=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiVG',#18,'GridCube:Small Unit:1666613',$,'GridCube:Small Unit',#65460,#65457,'1666613',$)",Added,,
"#3498=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlrW',#18,'GridCube:Small Unit:1660037',$,'GridCube:Small Unit',#3497,#3494,'1660037',$)",Added,,
"#42141=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HisV',#18,'GridCube:Small Unit:1664122',$,'GridCube:Small Unit',#42140,#42137,'1664122',$)",Added,,
"#29029=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlR0',#18,'GridCube:Small Unit:1662757',$,'GridCube:Small Unit',#29028,#29025,'1662757',$)",Added,,
"#60104=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi8E',#18,'GridCube:Small Unit:1666027',$,'GridCube:Small Unit',#60103,#60100,'1666027',$)",Added,,
"#7777=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl_h',#18,'GridCube:Small Unit:1660494',$,'GridCube:Small Unit',#7776,#7773,'1660494',$)",Added,,
"#44495=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hio3',#18,'GridCube:Small Unit:1664358',$,'GridCube:Small Unit',#44494,#44491,'1664358',$)",Added,,
"#2156=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HleS',#18,'GridCube:Small Unit:1659897',$,'GridCube:Small Unit',#2155,#2152,'1659897',$)",Added,,
"#38511=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hihi',#18,'GridCube:Small Unit:1663753',$,'GridCube:Small Unit',#38510,#38507,'1663753',$)",Added,,
"#70653=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hjc4',#18,'GridCube:Small Unit:1667169',$,'GridCube:Small Unit',#70652,#70649,'1667169',$)",Added,,
"#41767=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiss',#18,'GridCube:Small Unit:1664083',$,'GridCube:Small Unit',#41766,#41763,'1664083',$)",Added,,
